,y,mu,y_real,mu_real
0,0.48006924173613225,0.09291566701304756,0.24199999999999997,0.13665009109577095
1,-0.9689491664345348,-0.020060814189713463,0.028499999999999994,0.11565923857114986
2,0.34924404725466557,0.004500548355264186,0.19949999999999998,0.11992968688484829
3,0.9668923156673279,0.08025343001188824,0.4965000000000001,0.13411956105942746
4,0.25854498626927686,0.11042278966328913,0.1745,0.1402276964750526
5,1.1069109573633158,0.24731214474983826,0.6105,0.1716303228202224
6,0.6434365929212228,0.4923311788195191,0.308,0.24642032981120215
7,0.9361904996161199,0.8400210771412443,0.4745,0.4117007717933528
8,0.9770486874326686,0.13747440322966212,0.504,0.1459407853794854
9,1.1129864896343367,0.2503407490937789,0.6159999999999999,0.1723993672976652
10,1.0219013195822824,0.05518126231287279,0.5385,0.12924634595029252
11,-0.33645649849848236,0.1536395865137054,0.0725,0.14946524958713867
12,-2.6175209729949054,-0.15621727415426828,0.0024999999999999983,0.09459974612874761
13,0.07964927613366923,-0.1345597972047673,0.134,0.097673027895478
14,0.0459657604406617,0.006599910874425019,0.12750000000000003,0.1203019336897131
15,-1.1758199812144516,0.1375201529738408,0.020999999999999987,0.14595064190217413
16,1.0621920597254044,0.4141748099652993,0.5715,0.2195685972305692
17,0.16056002430637667,-0.06122427076037072,0.15100000000000002,0.10884044289749352
18,0.8702681124759928,-0.18396557430563193,0.43049999999999994,0.09080305153085169
19,0.22267333715954996,0.12712810002355368,0.16549999999999998,0.14372874378595168
20,-0.044870327847622536,0.054571451524721634,0.11150000000000003,0.1291300507938446
21,0.9432913749851418,0.065895742165034,0.4795,0.13130684372094983
22,0.8494966148964631,-0.09296516355131933,0.4175,0.10385827588483915
23,0.4289191188248362,-0.10348023294384903,0.22440000000000002,0.10225860477836173
24,0.5824911628213693,0.4014719062782027,0.2815,0.21548961915977163
25,1.0934630257624434,0.5313733336519869,0.5985,0.26103971667905046
26,0.25073605475481575,-0.1173088023969093,0.17250000000000007,0.10019229419685569
27,0.7222466396889108,0.04752659365222735,0.34600000000000003,0.12779411069515767
28,-2.389588856435344,-0.10323728975521906,0.003499999999999995,0.10229528451257633
29,0.2604832345370482,-0.03856181545705421,0.175,0.1125432041664245
