,y,mu,y_real,mu_real
0,1.2171685617448553,0.006148475318237824,0.32899999999999985,0.06239140933195024
1,0.445192365200643,-0.041766890776350055,0.114,0.058419151377963024
2,-1.6994666466216912,0.011804215969669976,0.006000000000000004,0.06287775583595825
3,-1.2918558755220881,0.02377484959434059,0.010500000000000006,0.06391967041054783
4,0.4975717716893717,-0.24806997562065597,0.12250000000000001,0.044009553821273764
5,-0.07257143144301868,0.01001392324455266,0.05600000000000001,0.06272339690414507
6,0.6450856075041391,0.014160168426083313,0.15000000000000002,0.06308146493108993
7,-0.022318672043712087,-0.034868288713926186,0.060000000000000026,0.05897507984670097
8,1.5335924044230855,-0.04519898393272294,0.5079999999999999,0.05814452906138274
9,-0.5905675279166498,0.014186845683679802,0.0275,0.06308377537384441
10,0.8229933040607894,-0.03300773601663426,0.1915,0.059125917447196204
11,1.5868023624927499,0.7479433637764206,0.5465,0.17275086399684186
12,1.5651591401265608,-0.05097969113021158,0.5305,0.057684895320755956
13,-2.3371371605700895,0.012008655055635378,0.002500000000000003,0.06289540671017252
14,-0.04701175239975146,-0.05951682228411693,0.058,0.057012730589226734
15,-1.445768371321774,-0.05456129089128594,0.008500000000000002,0.057401941123525535
16,1.6570111597145227,-0.01553838323425947,0.6017999999999999,0.06056113414066006
17,1.6155491865134934,0.0030540991789584308,0.5685,0.062126912776071165
18,-0.5645513298294844,-0.017400014539941142,0.028500000000000022,0.06040654567062706
19,-0.08569568040158616,-0.0040226032806492985,0.05499999999999998,0.06152622750800238
20,-0.02231867204371241,0.024018973895151577,0.06,0.0639410974726179
21,-1.0567554474298801,0.020598740485872114,0.014499999999999985,0.06364155329729268
22,0.0015646515744571464,-0.03357334568489338,0.06199999999999999,0.059080021914786875
23,1.5169140743940202,-0.03772285624121154,0.4965,0.05874440383988244
24,0.06884717122341771,-0.04227085636680272,0.068,0.058378744974192896
25,-2.2810805767523648,-0.1329111166764514,0.002699999999999993,0.05154783989740498
26,-1.5369342145889044,-0.04509798668680086,0.007499999999999998,0.05815259198982284
27,-0.8793069423843494,0.01926145239578782,0.01850000000000001,0.0635248155156672
28,1.7665885206184908,0.0031646961490580314,0.6994999999999998,0.062136346871851864
29,1.028720556908022,-0.058478880434322644,0.2540000000000001,0.057094032105410815
30,-0.7207223580145812,0.016826097298362704,0.022999999999999996,0.0633127724008706
31,-1.1362936030019253,-0.04801869976356635,0.013000000000000008,0.05791987299540555
32,1.3694451460123378,0.00556901452276818,0.40549999999999997,0.06234179348372858
