,y,mu,y_real,mu_real
0,1.3410601188504125,-0.061706586942000846,0.636,0.09337137277455117
1,0.5291525124561524,-0.16273619140801032,0.20950000000000002,0.08132089741621205
2,1.1881856750085507,0.09326975060396954,0.516,0.11541697373186097
3,0.22762460451749938,0.0004532628191363016,0.1387,0.10165686034386001
4,0.8831843352792622,0.0012416528004033402,0.3400000000000001,0.10176653696659958
5,-0.32652207023874097,0.005532805641072445,0.06499999999999999,0.1023655774619956
6,-0.7687527433828976,-0.011163463791010766,0.035500000000000004,0.10005443808658818
7,0.04470758042356071,-0.0165971284696404,0.10799999999999996,0.0993136081920315
8,0.849069491575228,0.5089977906424674,0.3245,0.2038037277095086
9,-0.6118094282287555,-0.012841004154703491,0.044000000000000004,0.09982513320069976
10,-1.188278623544807,-0.021376315502033404,0.02,0.09866654566566344
11,0.8991370162059006,0.25029461067735,0.34750000000000003,0.14306797953092262
12,-0.7384945411532179,-0.017392488633790795,0.037000000000000005,0.09920562939063333
13,-2.7086322311072055,0.005388662019696202,0.002500000000000003,0.1023453980426069
14,0.30413009706988997,-0.02578036653598124,0.15399999999999994,0.0980740065473303
15,-0.8111492881254536,0.004350792808676682,0.03350000000000001,0.10220021869379808
16,0.6053123318566421,0.10364577526743034,0.23250000000000004,0.11706660966712504
17,-0.2671352646291989,-0.013630440004255683,0.07050000000000002,0.09971740623973364
18,-0.0042863312022092355,0.00517152234627093,0.101,0.10231500703371356
19,0.41207202228965556,-0.02371473362896237,0.1785,0.09835148087346728
20,0.40009608067609037,0.005169589465144743,0.17560000000000003,0.10231473654695061
21,-0.654578083694422,-0.006986980549915037,0.0415,0.10062761701085383
22,0.9946595423195991,-0.05887482008788124,0.39600000000000013,0.09373371141542491
23,0.6699769139636158,0.0027190986989688963,0.25399999999999995,0.1019723901393015
24,0.4915583167072214,-0.01713425662301453,0.19899999999999998,0.09924067432070112
25,0.2292043002058702,-0.03738878839109177,0.13899999999999998,0.09652915743686699
26,-0.6201653538832663,-0.010473365317266184,0.043500000000000004,0.10014892126757252
27,-2.7086322311072095,-0.023441707009770576,0.0024999999999999896,0.0983882149471732
