,y,mu,y_real,mu_real
0,0.9944604756692375,0.7195822292798677,0.4005000000000001,0.2705849012913533
1,-1.2203221181874246,-0.2791355991169411,0.017000000000000005,0.06509605549081891
2,-1.4644821120608458,0.02871463363493343,0.011999999999999999,0.10099065894793532
3,0.9927079962806832,-0.10927524844490259,0.3995,0.08294505631587126
4,0.9089357263007645,0.03505511469691186,0.3545,0.10190826509288875
5,0.6071887364428628,0.019890641308843243,0.23049999999999995,0.09972736885987252
6,0.32448012843497864,0.007936959223000944,0.154,0.09804118188982434
7,-1.3318250996269818,-0.04760377417303727,0.014499999999999985,0.09057297890947666
8,0.4899470124078472,-0.17000196616931126,0.19499999999999995,0.07606198910177418
9,0.9944604756692375,0.5715389304740379,0.4005000000000001,0.21907071878096293
10,-2.922152729455625,0.0593168239361041,0.001500000000000002,0.10549711572429352
11,-1.0557015867355057,-0.1044931478297366,0.02149999999999999,0.08351283454121665
12,-0.7141118986143832,-0.016057543788040696,0.035,0.09474207794956337
13,1.2707671345814335,-0.11778623558277329,0.5940000000000001,0.08194407963104594
14,-1.464482112060845,0.055992234505125166,0.012000000000000009,0.10499795952895356
15,-0.3972742183170268,0.04197264365969389,0.05499999999999998,0.10291889542058184
16,-0.04046554397176995,0.04722566418174093,0.09150000000000001,0.10369303591033632
17,0.566494775904529,-0.022421696055921356,0.21750000000000005,0.09388582744281374
18,-1.2203221181874253,0.09135459969383009,0.01699999999999999,0.11043058526349453
19,-0.4232398308515168,-0.04252407407386888,0.05300000000000002,0.09123169540277712
20,1.045909264608049,0.09487125488066159,0.4310000000000001,0.11098597300849906
21,0.566494775904529,-0.2835130553261085,0.21750000000000005,0.06469081904895412
22,-0.07581713817079366,0.5484049419983691,0.08699999999999998,0.2119589829021586
23,0.4100730676274664,-0.008634566614632272,0.174,0.0957506566763171
24,0.4318878557034397,-0.0781940761883906,0.17949999999999997,0.0867054979475965
25,0.80580359892669,-0.24500174864170327,0.306,0.06834426381084113
26,-0.5617073439690534,-0.06630875115573942,0.043500000000000004,0.08818812511655111
27,0.6889083494339233,-0.015885522805902164,0.259,0.09476533019685084
28,-0.08392117513898575,-0.06758482484795918,0.086,0.0880277348720405
29,-1.2628194561222537,0.16793545163937593,0.01599999999999998,0.12317839004446791
30,-0.5149572646367663,-0.005102683144189185,0.0465,0.09623430532650439
