,y,mu,y_real,mu_real
0,1.0423680416212673,0.0021831582554047765,0.47999999999999987,0.12547694221045014
1,0.7768371648371335,0.0012676785344915378,0.3408,0.12532886455570794
2,-0.09636181582560703,-0.00031960930529488507,0.11049999999999997,0.12507253684744682
3,0.8214803034293832,-0.0008408849898319704,0.36100000000000004,0.12498847156214887
4,0.6479412261853201,3.824113757410754e-06,0.2886,0.1251247248529824
5,-0.7591362716358543,-0.3580823706640769,0.04700000000000001,0.07884152999586544
6,-0.5506676456955771,0.06577734244727806,0.06150000000000001,0.1362031946371214
7,0.6714889214846282,0.16749829450583129,0.29750000000000004,0.15529877176305948
8,0.957985926461697,-0.08233829255400515,0.43049999999999994,0.11251690923098802
9,-0.23003502595341455,0.002895220042185699,0.09300000000000001,0.125592238230566
10,0.5580337560971047,0.001795062640320727,0.257,0.1254141468980047
11,0.9914697592884941,-0.014629654408117289,0.4495,0.12278517761757271
12,0.4124459032299632,0.0011044226523476623,0.213,0.1253024764948912
13,0.5919721433625694,0.00016793855275681142,0.2684999999999999,0.12515121407188756
14,-3.429779904099073,0.00245405673337641,0.0015000000000000007,0.12552079322298623
15,-1.0101666343240885,0.0017629618216020828,0.03399999999999998,0.12540895427367058
16,-0.15085458298979698,0.2549560528585301,0.103,0.17384370794716236
17,0.1089344640697362,9.555266899992213e-05,0.14400000000000002,0.125139529792531
18,0.9106462409554492,0.10476392842151713,0.405,0.1432274617119273
19,-1.264220901660272,0.003079285990700538,0.0245,0.1256220591525122
20,0.9836690773491782,0.00046977283811328074,0.4449999999999999,0.12519994687986097
21,0.7388397773095093,0.0003758009730077706,0.3245,0.12518477257066024
22,0.7530440446010761,0.07825845395280306,0.33049999999999996,0.13841361187349524
23,0.18575910282044217,0.046946759126332664,0.15899999999999992,0.13293490253878845
24,-1.1888903750889661,-2.5955031415349683e-05,0.026999999999999972,0.12511991889156926
25,0.7328436563935525,0.023176268439794506,0.322,0.12892097328754193
26,0.9845397058179215,0.0025275224782042214,0.44550000000000006,0.1255326879477058
